AirTemp,Humidity,Rainfall,TrackTemp,WindSpeed,Pressure,Year,Round Number
24.1,36.2,False,38.2,3.0,997.1,2018,1
24.0,36.3,False,38.6,1.4,997.1,2018,1
24.0,36.3,False,38.6,1.4,997.1,2018,1
23.9,37.2,False,38.7,2.3,997.0,2018,1
24.2,35.8,False,38.7,3.5,997.1,2018,1
24.2,35.8,False,38.7,3.5,997.1,2018,1
24.2,36.5,False,38.8,2.0,997.1,2018,1
24.2,36.3,False,38.9,4.1,997.0,2018,1
24.2,36.3,False,38.2,3.8,996.9,2018,1
24.1,36.6,False,37.1,3.7,997.1,2018,1
23.9,36.5,False,36.7,4.3,997.1,2018,1
23.9,36.3,False,36.8,2.9,997.1,2018,1
23.8,35.7,False,36.6,2.7,997.1,2018,1
23.5,36.3,False,36.4,2.5,997.2,2018,1
23.4,36.5,False,36.3,2.1,997.2,2018,1
23.5,36.6,False,36.2,3.5,997.0,2018,1
23.5,36.7,False,36.4,3.4,997.1,2018,1
23.8,35.6,False,37.5,2.9,997.0,2018,1
23.9,35.4,False,37.6,4.1,997.0,2018,1
23.9,35.9,False,38.0,2.0,997.0,2018,1
24.1,35.1,False,38.0,4.0,997.1,2018,1
24.0,35.1,False,38.4,3.3,997.0,2018,1
23.9,35.3,False,37.9,2.4,997.0,2018,1
24.0,35.0,False,37.1,0.9,997.0,2018,1
23.9,35.6,False,36.6,1.6,997.0,2018,1
23.9,35.6,False,36.3,1.5,997.0,2018,1
23.9,35.6,False,36.2,1.2,997.0,2018,1
23.9,34.8,False,36.2,2.2,996.9,2018,1
23.7,35.6,False,37.2,2.0,997.1,2018,1
23.9,35.2,False,37.7,2.3,997.0,2018,1
24.1,35.3,False,38.1,1.1,997.0,2018,1
24.3,34.4,False,38.4,2.4,997.0,2018,1
24.4,33.8,False,38.4,3.4,997.0,2018,1
24.2,34.0,False,38.6,3.5,996.9,2018,1
24.0,34.4,False,38.6,2.9,996.9,2018,1
24.0,35.0,False,38.6,2.9,996.8,2018,1
24.1,34.5,False,38.5,3.8,996.8,2018,1
24.1,34.5,False,38.3,3.2,996.8,2018,1
24.1,34.5,False,38.3,3.2,996.8,2018,1
24.1,34.9,False,38.4,2.4,996.9,2018,1
24.2,34.4,False,38.0,3.8,996.9,2018,1
23.9,34.9,False,37.8,2.5,996.7,2018,1
23.7,34.4,False,37.1,2.2,996.8,2018,1
23.7,34.6,False,36.7,2.5,996.8,2018,1
23.7,33.4,False,36.6,3.7,996.9,2018,1
23.9,33.8,False,37.0,2.5,996.9,2018,1
24.1,30.9,False,37.8,2.9,996.8,2018,1
24.5,28.7,False,38.3,4.0,996.8,2018,1
24.5,28.1,False,38.4,3.7,996.8,2018,1
24.6,28.1,False,38.2,3.4,996.7,2018,1
24.7,27.0,False,38.5,4.3,996.9,2018,1
24.8,26.5,False,38.4,5.2,996.8,2018,1
24.8,25.9,False,38.3,4.9,996.8,2018,1
24.6,26.0,False,38.3,5.7,996.7,2018,1
24.4,25.6,False,38.0,6.2,996.7,2018,1
24.2,26.0,False,37.6,5.3,996.8,2018,1
24.2,26.2,False,37.3,3.9,996.8,2018,1
24.2,26.4,False,37.3,4.9,996.9,2018,1
24.3,26.8,False,37.3,2.9,996.9,2018,1
24.3,27.4,False,37.4,4.0,996.8,2018,1
24.4,27.8,False,37.4,3.6,996.9,2018,1
24.5,27.2,False,37.5,4.3,997.0,2018,1
24.5,25.6,False,37.5,5.2,996.9,2018,1
24.5,26.4,False,37.5,3.5,997.0,2018,1
24.5,26.4,False,37.1,4.7,996.9,2018,1
24.4,25.7,False,37.0,4.5,997.0,2018,1
24.2,25.7,False,36.8,6.0,997.0,2018,1
24.0,25.9,False,36.7,5.4,997.0,2018,1
24.1,26.1,False,36.6,2.8,997.0,2018,1
24.2,26.1,False,36.7,6.6,997.0,2018,1
24.0,25.6,False,36.7,3.8,997.1,2018,1
24.0,26.5,False,36.5,3.8,997.1,2018,1
24.0,25.8,False,36.7,4.2,997.0,2018,1
24.0,26.0,False,36.7,4.1,997.1,2018,1
24.1,25.7,False,36.5,5.1,997.0,2018,1
24.0,25.7,False,36.3,3.7,997.0,2018,1
24.0,26.0,False,36.5,4.2,997.0,2018,1
24.0,25.6,False,36.5,5.3,997.1,2018,1
23.9,26.0,False,36.2,5.7,997.0,2018,1
23.9,26.3,False,35.7,3.0,997.2,2018,1
23.8,26.6,False,35.7,4.5,997.0,2018,1
23.8,26.6,False,35.7,4.5,997.0,2018,1
23.5,27.1,False,34.5,4.2,997.1,2018,1
23.4,27.5,False,34.3,5.0,997.0,2018,1
23.3,27.9,False,34.0,3.2,997.1,2018,1
23.3,28.1,False,34.0,3.1,997.1,2018,1
24.2,28.3,False,33.9,3.8,997.1,2018,1
24.2,28.3,False,33.6,4.2,997.0,2018,1
24.1,28.7,False,33.6,3.4,997.1,2018,1
24.1,28.7,False,33.4,4.5,997.0,2018,1
24.2,28.5,False,33.6,4.9,997.0,2018,1
24.2,29.0,False,33.6,3.4,997.0,2018,1
24.2,28.5,False,33.4,5.4,997.1,2018,1
24.1,28.8,False,33.2,4.6,997.1,2018,1
24.2,29.0,False,33.2,3.9,997.2,2018,1
24.2,28.7,False,33.0,3.6,997.2,2018,1
24.2,28.7,False,33.0,2.1,997.2,2018,1
24.2,29.1,False,33.2,3.4,997.1,2018,1
24.3,28.5,False,33.2,4.1,997.0,2018,1
24.2,28.8,False,33.1,4.8,997.1,2018,1
24.1,29.3,False,32.8,6.9,997.0,2018,1
24.0,29.8,False,32.4,5.0,997.1,2018,1
24.0,30.3,False,32.4,5.3,997.2,2018,1
23.9,30.7,False,32.5,4.8,997.2,2018,1
24.0,31.3,False,32.7,4.6,997.2,2018,1
24.1,30.6,False,32.7,4.8,997.3,2018,1
24.3,30.4,True,32.7,3.7,997.2,2018,1
24.3,30.9,True,32.6,4.2,997.2,2018,1
24.3,30.9,True,32.6,4.2,997.2,2018,1
24.3,30.9,True,32.6,4.2,997.2,2018,1
24.3,30.9,True,32.6,4.2,997.2,2018,1
28.0,46.4,False,33.5,1.5,1009.2,2018,2
28.1,46.4,False,33.5,1.6,1009.3,2018,2
28.0,46.2,False,33.3,1.6,1009.2,2018,2
28.1,46.4,False,33.3,1.5,1009.2,2018,2
28.0,46.6,False,33.3,1.5,1009.2,2018,2
28.0,46.5,False,33.1,1.2,1009.3,2018,2
28.0,46.5,False,33.1,1.2,1009.3,2018,2
28.0,46.5,False,33.1,1.2,1009.3,2018,2
28.1,45.9,False,33.2,1.6,1009.3,2018,2
28.1,45.9,False,33.2,1.0,1009.2,2018,2
28.1,45.7,False,33.3,1.0,1009.3,2018,2
28.2,45.3,False,33.3,0.9,1009.3,2018,2
28.2,45.3,False,33.3,0.9,1009.3,2018,2
28.3,45.1,False,33.3,0.6,1009.3,2018,2
28.3,45.1,False,33.3,0.6,1009.3,2018,2
28.3,44.7,False,33.3,0.8,1009.2,2018,2
28.2,44.9,False,33.0,1.1,1009.3,2018,2
28.2,45.0,False,32.9,1.3,1009.4,2018,2
28.2,44.9,False,33.1,1.3,1009.3,2018,2
28.2,44.9,False,33.1,1.3,1009.3,2018,2
28.2,45.0,False,32.8,0.9,1009.3,2018,2
28.2,45.0,False,32.8,0.9,1009.3,2018,2
28.1,45.0,False,32.8,1.3,1009.3,2018,2
28.1,45.0,False,32.8,1.3,1009.3,2018,2
28.1,44.6,False,32.8,0.7,1009.4,2018,2
28.1,44.9,False,32.7,1.0,1009.4,2018,2
28.2,44.7,False,32.7,1.6,1009.4,2018,2
28.2,44.7,False,32.7,1.6,1009.4,2018,2
28.2,44.8,False,32.8,1.0,1009.4,2018,2
28.2,44.8,False,32.8,1.0,1009.4,2018,2
28.2,44.8,False,32.8,0.9,1009.3,2018,2
28.2,45.0,False,32.8,0.9,1009.4,2018,2
28.1,45.1,False,32.8,1.1,1009.3,2018,2
28.2,45.0,False,32.6,0.7,1009.4,2018,2
28.2,45.0,False,32.6,0.7,1009.4,2018,2
28.3,44.6,False,32.7,1.0,1009.4,2018,2
28.3,44.6,False,32.7,0.6,1009.4,2018,2
28.2,45.0,False,32.4,0.9,1009.4,2018,2
28.3,44.9,False,32.4,0.7,1009.5,2018,2
28.3,44.5,False,32.5,1.7,1009.5,2018,2
28.3,44.7,False,32.4,1.1,1009.5,2018,2
28.3,44.7,False,32.4,1.1,1009.5,2018,2
28.0,45.8,False,32.2,1.7,1009.5,2018,2
28.0,46.2,False,32.1,0.7,1009.5,2018,2
28.1,46.4,False,32.2,0.9,1009.5,2018,2
28.1,46.2,False,32.2,1.2,1009.4,2018,2
28.2,46.3,False,32.3,1.0,1009.5,2018,2
28.1,46.4,False,32.2,0.7,1009.4,2018,2
28.2,46.2,False,32.2,1.4,1009.5,2018,2
28.2,46.2,False,32.2,1.4,1009.5,2018,2
28.1,46.6,False,32.2,0.8,1009.6,2018,2
28.1,46.4,False,32.2,0.8,1009.5,2018,2
28.0,46.6,False,32.0,0.7,1009.5,2018,2
28.1,46.4,False,32.0,0.9,1009.6,2018,2
28.1,46.4,False,32.2,0.9,1009.5,2018,2
28.1,46.7,False,32.0,0.9,1009.5,2018,2
28.1,46.7,False,32.0,0.9,1009.5,2018,2
28.0,47.1,False,31.9,0.5,1009.5,2018,2
28.0,47.3,False,31.9,1.0,1009.5,2018,2
27.9,47.2,False,31.8,0.8,1009.5,2018,2
27.9,46.8,False,31.8,1.0,1009.5,2018,2
27.9,46.4,False,31.9,0.6,1009.5,2018,2
27.9,46.4,False,31.9,0.6,1009.5,2018,2
27.9,46.4,False,31.9,0.6,1009.5,2018,2
27.9,46.7,False,31.9,1.2,1009.6,2018,2
27.9,46.7,False,31.9,1.2,1009.6,2018,2
27.9,46.8,False,31.7,1.6,1009.5,2018,2
27.9,46.7,False,31.8,1.3,1009.6,2018,2
27.9,46.7,False,31.8,1.3,1009.6,2018,2
28.1,46.8,False,31.8,1.3,1009.5,2018,2
28.1,46.8,False,31.8,1.3,1009.5,2018,2
28.1,46.9,False,31.9,1.3,1009.5,2018,2
28.0,47.4,False,31.8,0.9,1009.5,2018,2
28.1,47.7,False,31.7,0.8,1009.5,2018,2
28.1,47.7,False,31.7,0.8,1009.5,2018,2
27.9,48.3,False,31.7,0.4,1009.6,2018,2
27.9,48.3,False,31.7,0.4,1009.6,2018,2
27.9,48.3,False,31.7,0.4,1009.6,2018,2
28.0,49.9,False,31.9,0.0,1009.5,2018,2
28.0,49.9,False,31.9,0.0,1009.5,2018,2
27.9,50.8,False,31.4,0.8,1009.7,2018,2
27.7,52.2,False,31.4,0.9,1009.6,2018,2
27.6,52.5,False,31.1,1.1,1009.6,2018,2
27.6,52.5,False,31.1,1.1,1009.6,2018,2
27.6,52.8,False,31.1,1.4,1009.6,2018,2
27.6,52.8,False,31.1,1.4,1009.6,2018,2
27.5,52.9,False,31.1,0.7,1009.6,2018,2
27.5,52.7,False,31.1,0.8,1009.6,2018,2
27.6,52.3,False,31.3,0.9,1009.7,2018,2
27.5,52.2,False,31.2,0.5,1009.7,2018,2
27.5,52.3,False,31.2,0.9,1009.7,2018,2
27.5,52.1,False,31.3,0.4,1009.7,2018,2
27.5,52.1,False,31.3,0.4,1009.7,2018,2
27.5,52.1,False,31.3,0.7,1009.8,2018,2
27.5,52.1,False,31.3,0.7,1009.8,2018,2
27.5,51.9,False,31.3,0.6,1009.8,2018,2
27.6,51.6,False,31.4,0.7,1009.8,2018,2
27.6,51.6,False,31.4,0.7,1009.8,2018,2
27.6,51.2,False,31.3,0.5,1009.9,2018,2
27.6,51.2,False,31.3,0.5,1009.9,2018,2
27.7,50.6,False,31.5,0.5,1009.9,2018,2
27.6,50.2,False,31.5,0.9,1010.0,2018,2
27.6,50.4,False,31.1,1.0,1010.0,2018,2
19.0,21.2,False,39.0,1.8,1018.3,2018,3
18.9,21.5,False,39.0,2.2,1018.3,2018,3
19.0,21.9,False,39.0,2.2,1018.4,2018,3
19.1,22.3,False,39.0,1.9,1018.3,2018,3
19.2,22.4,False,39.0,1.4,1018.3,2018,3
19.1,22.9,False,39.0,1.3,1018.2,2018,3
19.0,23.5,False,39.0,1.8,1018.3,2018,3
19.5,23.1,False,38.7,2.1,1018.3,2018,3
19.6,23.4,False,38.6,3.1,1018.4,2018,3
19.6,23.6,False,38.5,1.3,1018.3,2018,3
19.8,23.4,False,38.3,1.4,1018.4,2018,3
19.6,23.5,False,38.2,1.7,1018.4,2018,3
19.7,23.1,False,38.0,2.4,1018.4,2018,3
19.5,23.3,False,38.0,1.1,1018.3,2018,3
19.8,22.9,False,38.1,1.0,1018.3,2018,3
19.8,22.6,False,38.1,1.2,1018.3,2018,3
19.9,23.4,False,38.0,2.1,1018.4,2018,3
20.2,22.6,False,37.9,1.1,1018.3,2018,3
20.2,21.8,False,37.9,1.7,1018.3,2018,3
20.0,21.3,False,38.0,1.9,1018.3,2018,3
19.4,22.7,False,37.9,1.5,1018.3,2018,3
19.4,22.8,False,37.9,0.9,1018.3,2018,3
19.5,23.0,False,38.2,1.8,1018.3,2018,3
19.4,23.3,False,38.2,2.2,1018.3,2018,3
19.4,23.4,False,37.9,1.5,1018.3,2018,3
19.4,23.3,False,37.9,2.0,1018.4,2018,3
19.3,22.7,False,37.9,1.7,1018.3,2018,3
19.4,22.9,False,37.9,1.9,1018.3,2018,3
19.2,23.7,False,37.6,2.3,1018.3,2018,3
19.3,23.5,False,37.6,1.1,1018.3,2018,3
19.3,23.5,False,37.6,1.1,1018.3,2018,3
19.3,24.3,False,37.6,1.5,1018.3,2018,3
19.4,24.3,False,37.6,1.7,1018.3,2018,3
19.3,23.9,False,37.7,2.6,1018.3,2018,3
19.2,23.7,False,37.6,2.1,1018.2,2018,3
19.1,24.0,False,37.4,1.2,1018.2,2018,3
19.3,23.7,False,37.4,1.2,1018.1,2018,3
19.3,24.1,False,37.6,0.8,1018.1,2018,3
19.3,23.8,False,37.6,1.3,1018.2,2018,3
19.3,23.5,False,37.7,1.9,1018.1,2018,3
19.2,24.4,False,37.5,1.3,1018.1,2018,3
19.5,24.6,False,37.7,2.2,1018.2,2018,3
19.5,24.0,False,37.7,1.8,1018.1,2018,3
19.5,23.6,False,37.6,1.6,1018.1,2018,3
19.4,24.3,False,37.5,2.9,1018.1,2018,3
19.4,23.8,False,37.6,1.7,1018.2,2018,3
19.6,24.1,False,37.7,1.4,1018.1,2018,3
19.6,23.9,False,37.8,2.3,1018.1,2018,3
19.9,22.9,False,37.8,1.4,1018.2,2018,3
19.8,23.5,False,37.7,1.8,1018.2,2018,3
19.8,22.9,False,37.6,2.4,1018.0,2018,3
19.5,23.0,False,37.2,2.8,1017.9,2018,3
19.4,23.5,False,37.1,3.5,1017.9,2018,3
19.6,23.3,False,37.1,3.1,1018.0,2018,3
19.6,23.2,False,36.0,2.7,1018.0,2018,3
19.7,23.5,False,35.3,1.8,1018.0,2018,3
19.9,23.1,False,35.2,2.0,1018.0,2018,3
19.9,23.3,False,34.5,1.4,1018.1,2018,3
20.0,23.3,False,34.2,2.3,1018.0,2018,3
20.0,22.8,False,33.9,2.5,1018.0,2018,3
19.7,22.7,False,33.5,0.7,1018.0,2018,3
19.7,23.4,False,33.4,1.3,1018.0,2018,3
19.6,23.3,False,33.4,0.7,1018.0,2018,3
19.6,23.2,False,32.9,1.0,1018.0,2018,3
19.5,23.5,False,35.0,1.7,1018.0,2018,3
19.4,24.1,False,35.0,2.1,1018.0,2018,3
19.1,24.0,False,35.0,2.1,1017.9,2018,3
19.0,24.6,False,35.0,1.8,1017.9,2018,3
19.0,24.2,False,35.0,1.7,1017.9,2018,3
18.8,24.9,False,36.3,1.5,1018.0,2018,3
18.9,25.3,False,36.3,2.3,1018.0,2018,3
19.0,24.9,False,37.0,2.3,1018.0,2018,3
19.2,24.8,False,37.0,2.2,1018.1,2018,3
19.2,24.1,False,37.0,1.6,1018.0,2018,3
19.2,24.9,False,37.0,1.3,1018.0,2018,3
19.1,24.7,False,38.0,2.0,1017.9,2018,3
19.1,24.9,False,38.0,1.9,1017.8,2018,3
19.2,24.9,False,38.0,1.5,1017.8,2018,3
19.2,24.9,False,38.0,1.5,1017.8,2018,3
19.3,26.2,False,38.0,2.0,1017.8,2018,3
19.4,25.6,False,38.0,1.8,1018.0,2018,3
19.4,25.3,False,38.0,1.6,1017.9,2018,3
19.6,24.9,False,38.0,1.2,1017.9,2018,3
19.6,24.8,False,38.0,2.2,1017.9,2018,3
19.4,25.1,False,37.5,2.1,1018.0,2018,3
19.5,25.2,False,37.5,3.4,1018.1,2018,3
19.3,25.5,False,37.5,2.1,1018.2,2018,3
19.5,25.2,False,37.5,2.4,1018.1,2018,3
19.6,25.1,False,37.5,3.1,1018.2,2018,3
19.4,25.1,False,37.5,2.7,1018.1,2018,3
19.3,25.1,False,37.5,1.9,1018.1,2018,3
19.2,25.5,False,37.0,2.2,1018.1,2018,3
19.2,25.5,False,37.0,1.1,1018.1,2018,3
19.3,26.1,False,37.0,1.7,1018.1,2018,3
19.6,25.7,False,37.0,1.9,1018.2,2018,3
19.7,25.4,False,37.0,1.7,1018.1,2018,3
19.8,24.9,False,37.0,1.2,1018.1,2018,3
19.9,24.9,False,37.0,1.8,1018.1,2018,3
19.9,25.2,False,37.0,2.4,1018.2,2018,3
19.7,25.1,False,36.5,2.2,1018.1,2018,3
19.6,24.9,False,36.5,2.1,1018.1,2018,3
19.4,25.6,False,36.5,2.8,1018.1,2018,3
19.6,25.2,False,36.5,3.3,1018.0,2018,3
19.5,25.5,False,36.5,3.2,1018.1,2018,3
19.4,26.1,False,36.5,1.6,1018.2,2018,3
19.6,25.6,False,36.5,2.2,1018.1,2018,3
19.6,25.6,False,36.5,2.0,1018.1,2018,3
19.6,25.6,False,36.5,1.1,1018.1,2018,3
19.4,25.8,False,36.5,0.9,1018.1,2018,3
19.2,27.0,False,36.5,1.2,1018.1,2018,3
19.1,26.8,True,28.3,0.8,1018.1,2018,3
19.1,26.8,True,28.3,0.8,1018.1,2018,3
17.2,46.1,False,27.1,2.1,1021.7,2018,4
17.1,46.1,False,27.2,2.1,1021.5,2018,4
17.1,46.3,False,27.3,2.2,1021.5,2018,4
17.1,46.4,False,27.5,2.5,1021.8,2018,4
17.1,46.1,False,27.7,3.0,1021.9,2018,4
17.1,46.1,False,27.9,2.2,1021.6,2018,4
17.1,46.1,False,27.9,2.2,1021.6,2018,4
17.1,46.1,False,27.9,3.4,1021.6,2018,4
17.1,46.6,False,27.7,3.0,1021.8,2018,4
17.0,46.5,False,28.0,2.8,1021.7,2018,4
17.0,46.5,False,28.0,3.2,1021.5,2018,4
16.8,47.4,False,27.8,2.5,1021.6,2018,4
17.0,47.1,False,27.8,3.3,1021.8,2018,4
16.9,47.1,False,27.7,1.9,1021.7,2018,4
16.8,47.4,False,27.5,2.2,1021.5,2018,4
16.7,47.8,False,27.5,1.9,1021.6,2018,4
16.7,47.8,False,27.5,1.9,1021.6,2018,4
16.8,47.6,False,27.7,3.2,1021.8,2018,4
16.9,47.5,False,27.5,2.3,1021.8,2018,4
16.8,47.4,False,27.2,1.6,1021.7,2018,4
16.8,47.5,False,27.2,1.7,1021.7,2018,4
16.8,46.9,False,27.2,3.6,1021.5,2018,4
16.8,47.1,False,27.1,2.9,1021.6,2018,4
16.9,46.7,False,26.9,2.7,1021.8,2018,4
16.8,46.9,False,26.9,3.0,1021.5,2018,4
16.6,47.5,False,26.8,1.7,1021.8,2018,4
16.5,47.2,False,26.7,2.2,1021.5,2018,4
16.5,47.2,False,26.7,2.2,1021.5,2018,4
16.7,46.9,False,26.7,2.8,1021.6,2018,4
16.8,47.1,False,26.5,2.0,1021.7,2018,4
16.8,47.1,False,26.5,2.0,1021.7,2018,4
16.8,47.1,False,26.4,2.2,1021.8,2018,4
16.8,46.8,False,26.3,2.5,1021.7,2018,4
16.8,46.7,False,26.2,1.9,1021.7,2018,4
16.7,46.9,False,26.1,3.2,1021.7,2018,4
16.7,46.8,False,26.0,2.2,1021.8,2018,4
16.6,47.3,False,26.0,1.1,1021.9,2018,4
16.7,47.3,False,25.8,2.4,1022.2,2018,4
16.6,47.5,False,25.7,2.0,1021.8,2018,4
16.6,47.5,False,25.7,2.0,1021.8,2018,4
16.7,47.4,False,25.7,2.8,1021.7,2018,4
16.7,46.8,False,25.7,3.9,1021.9,2018,4
16.7,47.3,False,25.6,2.1,1021.6,2018,4
16.5,47.5,False,25.5,3.5,1021.8,2018,4
16.5,47.4,False,25.4,2.8,1021.8,2018,4
16.4,47.5,False,25.4,2.0,1021.9,2018,4
16.5,46.8,False,25.3,2.4,1021.8,2018,4
16.5,47.5,False,25.3,1.6,1021.9,2018,4
16.5,47.1,False,25.3,2.7,1022.0,2018,4
16.5,47.1,False,25.1,2.9,1022.0,2018,4
16.5,47.1,False,25.1,2.9,1022.0,2018,4
16.5,47.1,False,25.1,1.4,1022.0,2018,4
16.4,46.9,False,25.1,2.0,1022.1,2018,4
16.4,46.9,False,25.0,2.1,1021.9,2018,4
16.4,47.1,False,25.0,2.0,1022.2,2018,4
16.5,46.9,False,25.0,3.1,1021.9,2018,4
16.5,46.8,False,24.9,2.8,1022.0,2018,4
16.5,46.8,False,24.9,2.8,1022.0,2018,4
16.5,46.4,False,24.9,2.0,1022.0,2018,4
16.4,46.5,False,24.9,1.6,1021.8,2018,4
16.4,46.7,False,24.9,1.0,1022.0,2018,4
16.6,46.3,False,24.7,2.4,1022.2,2018,4
16.5,46.0,False,24.7,1.9,1022.0,2018,4
16.5,46.2,False,24.7,1.7,1022.0,2018,4
16.5,46.4,False,24.7,2.1,1022.0,2018,4
16.5,46.2,False,24.6,2.7,1022.0,2018,4
16.4,46.8,False,24.5,2.4,1022.3,2018,4
16.3,46.9,False,24.3,1.2,1021.9,2018,4
16.4,46.7,False,24.4,2.0,1022.1,2018,4
16.6,46.0,False,24.4,2.2,1021.8,2018,4
16.5,46.0,False,24.4,2.1,1022.1,2018,4
16.5,45.8,False,24.3,2.9,1022.1,2018,4
16.5,45.8,False,24.3,2.9,1022.1,2018,4
16.4,45.9,False,24.3,2.2,1022.1,2018,4
16.5,45.6,False,24.2,1.6,1022.2,2018,4
16.5,45.3,False,24.1,2.9,1021.9,2018,4
16.5,45.3,False,24.1,2.9,1021.9,2018,4
16.4,45.3,False,23.9,2.6,1022.1,2018,4
16.5,45.3,False,23.9,2.4,1022.1,2018,4
16.6,44.6,False,23.9,2.5,1022.0,2018,4
16.6,44.7,False,23.8,1.5,1021.9,2018,4
16.5,44.3,False,24.1,2.3,1022.0,2018,4
16.6,44.0,False,23.9,2.0,1022.1,2018,4
16.6,43.7,False,23.9,2.5,1022.1,2018,4
16.5,44.0,False,23.7,2.4,1022.1,2018,4
16.5,44.1,False,23.7,2.4,1022.0,2018,4
16.5,44.1,False,23.7,2.4,1022.0,2018,4
16.6,43.3,False,23.4,2.5,1022.1,2018,4
16.5,43.6,False,23.7,1.4,1022.2,2018,4
16.6,43.7,False,23.7,2.0,1022.1,2018,4
16.6,43.3,False,23.7,3.4,1022.2,2018,4
16.6,43.0,False,23.5,1.2,1022.1,2018,4
16.6,43.0,False,23.5,1.2,1022.1,2018,4
16.6,42.7,False,23.6,1.6,1022.0,2018,4
16.6,42.9,False,23.6,1.5,1022.1,2018,4
16.6,42.8,False,23.6,1.4,1022.2,2018,4
16.6,42.8,False,23.6,1.4,1022.2,2018,4
16.8,42.4,False,23.6,2.2,1022.1,2018,4
16.8,42.4,False,23.6,2.2,1022.1,2018,4
16.6,42.6,False,23.6,1.2,1022.0,2018,4
16.7,42.7,False,23.6,1.9,1022.1,2018,4
16.7,42.7,False,23.6,2.4,1022.1,2018,4
16.7,42.7,False,23.6,1.8,1022.0,2018,4
16.7,42.7,False,23.6,1.8,1022.0,2018,4
16.7,43.1,False,23.7,2.5,1021.9,2018,4
16.9,42.2,False,23.9,1.0,1022.1,2018,4
16.9,42.2,False,23.9,1.0,1022.1,2018,4
16.8,42.7,False,23.9,2.1,1022.1,2018,4
16.7,42.8,False,23.7,1.8,1022.1,2018,4
16.7,42.6,False,23.7,1.3,1022.3,2018,4
16.7,42.6,False,23.7,1.3,1022.3,2018,4
16.6,43.2,False,23.7,2.6,1022.1,2018,4
16.6,43.3,False,23.6,1.8,1022.1,2018,4
16.7,43.4,False,23.7,1.6,1022.3,2018,4
15.1,55.7,False,35.0,1.1,1001.8,2018,5
15.4,55.1,False,35.0,1.4,1001.7,2018,5
15.3,54.4,False,35.0,1.5,1001.6,2018,5
15.1,54.6,False,35.0,1.9,1001.8,2018,5
15.1,54.4,True,35.0,1.9,1001.7,2018,5
15.1,54.9,True,35.0,1.6,1001.6,2018,5
14.9,54.2,True,35.0,2.6,1001.6,2018,5
15.2,54.1,True,35.0,1.4,1001.6,2018,5
15.3,54.1,False,35.0,1.1,1001.6,2018,5
15.5,54.3,True,35.0,2.4,1001.6,2018,5
15.9,53.3,True,35.0,0.6,1001.5,2018,5
16.0,52.9,True,35.0,1.4,1001.5,2018,5
16.2,52.6,True,36.6,1.2,1001.5,2018,5
16.3,51.0,True,35.6,1.4,1001.5,2018,5
16.0,52.0,True,34.0,1.3,1001.4,2018,5
15.9,52.0,True,34.0,1.3,1001.4,2018,5
16.0,52.7,True,34.9,1.7,1001.4,2018,5
16.0,52.6,True,35.6,1.5,1001.4,2018,5
16.1,52.4,True,36.2,2.1,1001.4,2018,5
16.4,51.8,False,36.5,1.0,1001.4,2018,5
16.7,51.5,False,36.6,0.9,1001.3,2018,5
16.4,50.3,False,36.7,2.5,1001.3,2018,5
16.3,50.9,False,36.7,1.0,1001.4,2018,5
16.5,51.0,True,36.5,1.6,1001.4,2018,5
16.3,51.4,True,35.4,2.3,1001.5,2018,5
16.2,51.0,True,35.1,2.2,1001.4,2018,5
16.2,51.4,True,35.1,1.5,1001.4,2018,5
16.4,52.4,True,35.7,2.6,1001.4,2018,5
16.6,50.7,True,36.3,1.0,1001.5,2018,5
16.5,50.2,True,35.8,1.5,1001.3,2018,5
16.4,51.8,True,33.4,2.4,1001.5,2018,5
16.4,51.8,True,33.2,1.7,1001.5,2018,5
16.2,51.6,True,32.6,2.1,1001.5,2018,5
16.1,51.2,True,32.5,2.0,1001.5,2018,5
16.0,53.0,True,32.2,3.2,1001.5,2018,5
16.0,51.9,True,31.8,2.5,1001.4,2018,5
15.8,52.8,True,31.4,1.3,1001.5,2018,5
15.9,52.8,True,31.1,2.2,1001.5,2018,5
15.8,53.5,True,30.8,2.2,1001.5,2018,5
15.8,53.8,True,30.8,2.3,1001.5,2018,5
15.9,53.3,True,30.6,2.3,1001.4,2018,5
15.8,53.4,True,30.3,2.9,1001.4,2018,5
15.7,52.8,False,29.7,2.5,1001.5,2018,5
15.7,53.3,True,30.2,2.3,1001.4,2018,5
15.7,53.2,True,30.2,2.4,1001.5,2018,5
15.7,53.3,True,29.8,1.7,1001.5,2018,5
15.8,53.5,True,29.7,2.7,1001.6,2018,5
15.8,53.2,True,29.6,1.5,1001.7,2018,5
15.8,54.1,True,29.4,1.7,1001.7,2018,5
15.8,53.7,True,29.3,1.7,1001.7,2018,5
15.9,53.3,True,29.6,2.0,1001.6,2018,5
15.7,53.3,True,29.6,2.2,1001.7,2018,5
15.7,53.3,True,29.1,1.5,1001.6,2018,5
15.6,53.8,True,29.0,1.7,1001.7,2018,5
15.6,54.5,True,28.9,2.2,1001.7,2018,5
15.7,54.7,True,28.9,2.6,1001.7,2018,5
15.7,54.7,True,28.8,2.2,1001.7,2018,5
15.8,54.4,True,28.9,1.7,1001.8,2018,5
15.6,54.0,True,29.0,2.6,1001.8,2018,5
15.6,53.4,True,28.8,2.3,1001.8,2018,5
15.7,54.3,True,29.2,2.2,1001.7,2018,5
15.8,53.6,True,30.3,1.9,1001.7,2018,5
