grid,position,points,laps,fastestLapTime,fastestLapSpeed,statusId
6,15.0,0.0,56,1:33.840,207.621,11
14,16.0,0.0,56,1:34.852,205.406,11
19,17.0,0.0,55,1:35.940,203.076,12
20,18.0,0.0,53,1:37.104,200.642,14
1,1.0,10.0,56,1:35.294,209.402,1
7,2.0,8.0,56,1:34.803,210.487,1
2,3.0,6.0,56,1:35.604,208.723,1
5,4.0,5.0,56,1:35.566,208.806,1
21,5.0,4.0,56,1:35.954,207.962,1
14,6.0,3.0,56,1:35.647,208.629,1
10,7.0,2.0,56,1:36.002,207.858,1
22,8.0,1.0,56,1:35.686,208.544,1
9,9.0,0.0,55,1:36.380,207.042,11
20,10.0,0.0,55,1:36.188,207.456,11
13,11.0,0.0,54,1:37.387,204.902,12
15,12.0,0.0,54,1:38.198,203.209,12
16,13.0,0.0,54,1:39.510,200.53,12
17,14.0,0.0,53,1:40.199,199.151,13
3,1.0,10.0,57,1:26.189,221.499,1
4,2.0,8.0,57,1:26.045,221.869,1
6,3.0,6.0,57,1:27.810,217.41,1
8,4.0,5.0,57,1:27.700,217.683,1
2,5.0,4.0,57,1:27.561,218.028,1
19,6.0,3.0,57,1:28.321,216.152,1
16,7.0,2.0,57,1:27.690,217.707,1
11,8.0,1.0,57,1:28.250,216.326,1
18,9.0,0.0,57,1:28.367,216.039,1
1,10.0,0.0,56,1:27.799,217.437,11
17,11.0,0.0,56,1:29.238,213.931,11
21,12.0,0.0,55,1:30.574,210.775,12
22,13.0,0.0,54,1:33.737,203.663,13
1,1.0,10.0,62,1:24.624,210.961,1
5,2.0,8.0,62,1:24.569,211.098,1
7,3.0,6.0,62,1:25.096,209.791,1
4,4.0,5.0,62,1:25.528,208.731,1
8,5.0,4.0,62,1:25.027,209.961,1
10,6.0,3.0,62,1:25.488,208.829,1
2,7.0,2.0,62,1:25.347,209.174,1
11,8.0,1.0,62,1:25.353,209.159,1
6,9.0,0.0,62,1:25.316,209.25,1
3,10.0,0.0,62,1:26.129,207.275,1
13,11.0,0.0,62,1:26.418,206.581,1
12,12.0,0.0,62,1:25.438,208.951,1
15,13.0,0.0,61,1:25.996,207.595,11
16,14.0,0.0,61,1:25.679,208.363,11
18,15.0,0.0,61,1:26.248,206.989,11
19,16.0,0.0,60,1:27.160,204.823,12
2,1.0,10.0,60,1:32.099,201.226,1
1,2.0,8.0,60,1:32.532,200.285,1
3,3.0,6.0,60,1:33.099,199.065,1
5,4.0,5.0,60,1:32.472,200.415,1
4,5.0,4.0,60,1:33.952,197.258,1
11,6.0,3.0,60,1:32.964,199.354,1
22,7.0,2.0,60,1:33.579,198.044,1
9,8.0,1.0,60,1:34.037,197.079,1
7,9.0,0.0,59,1:33.953,197.256,11
13,10.0,0.0,59,1:34.035,197.084,11
17,11.0,0.0,59,1:34.091,196.966,11
18,12.0,0.0,59,1:35.504,194.052,11
16,13.0,0.0,59,1:35.428,194.207,11
1,1.0,10.0,66,1:16.723,217.108,1
3,2.0,8.0,66,1:16.922,216.546,1
2,3.0,6.0,66,1:17.083,216.094,1
4,4.0,5.0,66,1:16.648,217.32,1
9,5.0,4.0,66,1:17.357,215.328,1
8,6.0,3.0,66,1:17.367,215.301,1
5,7.0,2.0,65,1:17.399,215.212,11
10,8.0,1.0,65,1:17.869,213.913,11
11,9.0,0.0,65,1:17.900,213.827,11
7,10.0,0.0,65,1:18.465,212.288,11
13,11.0,0.0,65,1:17.861,213.935,11
22,12.0,0.0,65,1:18.050,213.417,11
14,13.0,0.0,65,1:18.516,212.15,11
21,14.0,0.0,65,1:17.862,213.932,11
15,15.0,0.0,63,1:18.488,212.226,9
17,16.0,0.0,63,1:19.265,210.145,13
19,17.0,0.0,62,1:20.411,207.15,14
1,1.0,10.0,78,1:15.671,158.898,1
4,2.0,8.0,78,1:16.008,158.193,1
7,3.0,6.0,78,1:17.849,154.452,1
5,4.0,5.0,78,1:17.320,155.509,1
22,5.0,4.0,78,1:15.143,160.014,1
9,6.0,3.0,78,1:15.919,158.379,1
15,7.0,2.0,77,1:17.319,155.511,11
10,8.0,1.0,77,1:17.540,155.068,11
21,9.0,0.0,77,1:16.612,156.946,11
12,10.0,0.0,77,1:17.660,154.828,11
13,11.0,0.0,77,1:17.300,155.549,11
16,12.0,0.0,77,1:17.603,154.942,11
18,13.0,0.0,77,1:17.481,155.186,11
14,14.0,0.0,77,1:17.767,154.615,11
17,15.0,0.0,76,1:17.329,155.491,12
20,16.0,0.0,75,1:19.104,152.002,13
6,17.0,0.0,72,1:17.180,155.791,9
1,1.0,10.0,60,1:21.599,226.811,1
3,2.0,8.0,60,1:21.934,225.884,1
2,3.0,6.0,60,1:22.461,224.44,1
5,4.0,5.0,60,1:22.238,225.049,1
4,5.0,4.0,60,1:22.371,224.685,1
8,6.0,3.0,60,1:22.780,223.575,1
9,7.0,2.0,60,1:22.706,223.775,1
10,8.0,1.0,60,1:22.921,223.195,1
12,9.0,0.0,60,1:22.916,223.209,1
6,10.0,0.0,59,1:23.224,222.382,11
22,11.0,0.0,59,1:22.744,223.673,11
11,12.0,0.0,59,1:23.995,220.341,11
13,13.0,0.0,59,1:24.221,219.75,11
14,14.0,0.0,59,1:23.712,221.086,11
18,15.0,0.0,59,1:23.977,220.388,11
16,16.0,0.0,58,1:24.636,218.672,12
20,17.0,0.0,57,1:26.520,213.911,13
21,18.0,0.0,57,1:27.167,212.323,13
1,1.0,10.0,70,1:15.911,206.815,1
5,2.0,8.0,70,1:15.993,206.592,1
3,3.0,6.0,70,1:15.841,207.006,1
2,4.0,5.0,70,1:16.669,204.771,1
10,5.0,4.0,70,1:17.308,203.078,1
4,6.0,3.0,69,1:17.503,202.567,11
13,7.0,2.0,69,1:17.454,202.695,11
22,8.0,1.0,69,1:17.619,202.264,11
8,9.0,0.0,69,1:18.001,201.274,11
17,10.0,0.0,69,1:17.720,202.002,11
12,11.0,0.0,69,1:17.576,202.377,11
16,12.0,0.0,69,1:17.705,202.041,11
15,13.0,0.0,68,1:18.078,201.075,12
18,14.0,0.0,66,1:19.291,197.999,14
20,15.0,0.0,64,1:20.490,195.05,3
1,1.0,10.0,73,1:12.719,207.527,1
2,2.0,8.0,73,1:12.954,206.859,1
3,3.0,6.0,73,1:13.131,206.358,1
22,4.0,5.0,73,1:13.269,205.969,1
5,5.0,4.0,73,1:13.316,205.837,1
4,6.0,3.0,73,1:13.611,205.012,1
17,7.0,2.0,72,1:14.730,201.942,11
20,8.0,1.0,72,1:14.286,203.149,11
21,9.0,0.0,72,1:14.707,202.005,11
1,1.0,10.0,70,1:17.111,205.931,1
3,2.0,8.0,70,1:17.770,204.186,1
2,3.0,6.0,70,1:17.141,205.851,1
5,4.0,5.0,70,1:17.809,204.084,1
6,5.0,4.0,70,1:17.717,204.325,1
7,6.0,3.0,70,1:18.057,203.435,1
8,7.0,2.0,70,1:17.625,204.568,1
11,8.0,1.0,69,1:18.809,201.494,11
9,9.0,0.0,69,1:18.978,201.063,11
14,10.0,0.0,69,1:18.674,201.84,11
16,11.0,0.0,69,1:17.906,203.83,11
12,12.0,0.0,69,1:18.968,201.089,11
22,13.0,0.0,69,1:18.241,202.957,11
18,14.0,0.0,68,1:18.796,201.527,12
15,15.0,0.0,68,1:19.356,200.105,12
20,16.0,0.0,67,1:20.113,198.215,13
2,1.0,10.0,67,1:16.357,215.65,1
3,2.0,8.0,67,1:16.392,215.551,1
1,3.0,6.0,67,1:16.475,215.317,1
4,4.0,5.0,67,1:16.818,214.356,1
7,5.0,4.0,67,1:17.256,213.14,1
5,6.0,3.0,67,1:16.981,213.902,1
20,7.0,2.0,67,1:16.807,214.386,1
12,8.0,1.0,67,1:17.719,211.87,1
8,9.0,0.0,67,1:16.763,214.509,1
16,10.0,0.0,66,1:17.407,212.724,11
10,11.0,0.0,66,1:17.811,211.62,11
19,12.0,0.0,66,1:17.450,212.606,11
14,1.0,10.0,70,1:25.143,185.236,1
4,2.0,8.0,70,1:24.315,187.055,1
10,3.0,6.0,70,1:25.801,183.816,1
3,4.0,5.0,70,1:24.678,186.253,1
12,5.0,4.0,69,1:27.572,180.098,11
6,6.0,3.0,69,1:25.247,185.01,11
2,7.0,2.0,69,1:23.516,188.845,11
11,8.0,1.0,67,1:27.834,179.561,49
16,9.0,0.0,67,1:28.178,178.86,13
22,10.0,0.0,67,1:26.117,183.141,13
20,11.0,0.0,66,1:26.249,182.861,14
8,12.0,0.0,65,1:25.779,183.863,5
19,13.0,0.0,65,1:30.957,173.396,15
1,1.0,10.0,58,1:28.123,218.067,1
3,2.0,8.0,58,1:28.245,217.766,1
2,3.0,6.0,58,1:28.005,218.36,1
6,4.0,5.0,58,1:28.474,217.202,1
11,5.0,4.0,58,1:28.959,216.018,1
4,6.0,3.0,58,1:28.546,217.026,1
15,7.0,2.0,58,1:29.084,215.715,1
13,8.0,1.0,58,1:28.733,216.568,1
12,9.0,0.0,57,1:30.048,213.406,11
9,10.0,0.0,57,1:30.088,213.311,11
10,11.0,0.0,57,1:30.025,213.46,11
8,12.0,0.0,57,1:29.723,214.179,11
17,13.0,0.0,57,1:29.933,213.679,11
5,14.0,0.0,56,1:30.335,212.728,12
16,15.0,0.0,55,1:30.026,213.458,6
2,1.0,10.0,53,1:22.575,252.555,1
1,2.0,8.0,53,1:22.559,252.604,1
6,3.0,6.0,53,1:23.111,250.927,1
9,4.0,5.0,53,1:23.617,249.408,1
5,5.0,4.0,53,1:23.518,249.704,1
8,6.0,3.0,53,1:23.794,248.881,1
11,7.0,2.0,53,1:23.869,248.659,1
3,8.0,1.0,53,1:23.294,250.375,1
4,9.0,0.0,53,1:23.003,251.253,1
19,10.0,0.0,53,1:24.197,247.69,1
16,11.0,0.0,52,1:24.571,246.595,11
14,12.0,0.0,52,1:24.984,245.396,11
15,13.0,0.0,52,1:25.094,245.079,11
17,14.0,0.0,52,1:24.764,246.033,11
13,15.0,0.0,52,1:24.837,245.821,11
21,16.0,0.0,51,1:25.676,243.414,12
18,17.0,0.0,51,1:25.494,243.932,12
6,1.0,10.0,56,1:38.553,199.117,1
1,2.0,8.0,56,1:37.586,201.09,1
2,3.0,6.0,56,1:39.332,197.555,1
4,4.0,5.0,56,1:39.206,197.806,1
7,5.0,4.0,56,1:39.149,197.92,1
3,6.0,3.0,56,1:39.749,196.729,1
8,7.0,2.0,56,1:39.164,197.89,1
14,8.0,1.0,56,1:39.907,196.418,1
12,9.0,0.0,56,1:40.549,195.164,1
13,10.0,0.0,55,1:41.710,192.936,11
15,11.0,0.0,55,1:40.471,195.316,11
10,12.0,0.0,55,1:39.801,196.627,11
9,13.0,0.0,55,1:40.193,195.857,11
11,14.0,0.0,55,1:39.681,196.863,11
22,15.0,0.0,53,1:41.483,193.368,13
19,16.0,0.0,52,1:41.847,192.677,14
5,1.0,10.0,53,1:32.676,225.572,1
1,2.0,8.0,53,1:33.296,224.073,1
6,3.0,6.0,53,1:33.564,223.432,1
7,4.0,5.0,53,1:33.451,223.702,1
11,5.0,4.0,53,1:33.344,223.958,1
4,6.0,3.0,53,1:33.866,222.713,1
3,7.0,2.0,53,1:33.607,223.329,1
9,8.0,1.0,53,1:34.525,221.16,1
12,9.0,0.0,53,1:33.509,223.563,1
10,10.0,0.0,52,1:34.802,220.514,11
13,11.0,0.0,52,1:34.120,222.112,11
8,12.0,0.0,52,1:34.071,222.227,11
18,13.0,0.0,52,1:35.099,219.825,11
15,14.0,0.0,52,1:34.131,222.086,11
20,15.0,0.0,52,1:35.082,219.864,11
21,16.0,0.0,51,1:35.260,219.454,12
22,17.0,0.0,50,1:35.594,218.687,13
19,18.0,0.0,48,1:34.560,221.078,38
1,1.0,10.0,71,1:12.877,212.857,1
4,2.0,8.0,71,1:12.961,212.612,1
14,3.0,6.0,71,1:13.053,212.344,1
10,4.0,5.0,71,1:12.162,214.966,1
2,5.0,4.0,71,1:13.281,211.683,1
6,6.0,3.0,71,1:13.121,212.146,1
5,7.0,2.0,71,1:13.391,211.366,1
12,8.0,1.0,71,1:13.817,210.146,1
9,9.0,0.0,71,1:14.117,209.296,1
19,10.0,0.0,70,1:13.401,211.337,11
16,11.0,0.0,70,1:13.862,210.018,11
22,12.0,0.0,70,1:13.700,210.48,11
15,13.0,0.0,70,1:13.687,210.517,11
17,14.0,0.0,70,1:14.591,207.966,11
21,15.0,0.0,69,1:14.410,208.471,12
20,16.0,0.0,69,1:13.379,211.401,12
8,17.0,0.0,63,1:14.163,209.166,3
1,1.0,10.0,57,1:25.994,222.001,1
11,2.0,8.0,57,1:26.233,221.386,1
13,3.0,6.0,57,1:25.683,222.807,1
5,4.0,5.0,57,1:26.690,220.219,1
3,5.0,4.0,57,1:26.493,220.72,1
9,6.0,3.0,57,1:26.393,220.976,1
6,7.0,2.0,57,1:26.627,220.379,1
10,8.0,1.0,57,1:26.255,221.329,1
2,9.0,0.0,57,1:27.116,219.142,1
18,10.0,0.0,57,1:26.893,219.704,1
15,12.0,0.0,56,1:26.536,220.611,11
4,13.0,0.0,56,1:27.745,217.571,11
12,15.0,0.0,55,1:27.970,217.014,12
14,16.0,0.0,55,1:28.999,214.505,12
16,17.0,0.0,55,1:32.852,205.604,14
1,1.0,10.0,56,1:35.899,208.081,1
2,2.0,8.0,56,1:35.816,208.261,1
10,3.0,6.0,56,1:35.712,208.487,1
11,4.0,5.0,56,1:36.585,206.603,1
5,5.0,4.0,56,1:36.321,207.169,1
8,6.0,3.0,56,1:36.790,206.165,1
13,7.0,2.0,56,1:36.982,205.757,1
7,8.0,1.0,56,1:36.902,205.927,1
6,9.0,0.0,56,1:35.483,208.987,1
14,10.0,0.0,55,1:37.212,205.27,11
17,11.0,0.0,54,1:39.833,199.881,12
18,12.0,0.0,53,1:40.432,198.689,13
19,13.0,0.0,52,1:42.465,194.747,14
1,1.0,10.0,57,1:31.713,212.436,1
3,2.0,8.0,57,1:32.324,211.03,1
9,3.0,6.0,57,1:31.822,212.184,1
6,4.0,5.0,57,1:32.683,210.213,1
8,5.0,4.0,57,1:31.447,213.054,1
5,6.0,3.0,57,1:33.087,209.3,1
12,7.0,2.0,56,1:33.326,208.764,11
14,8.0,1.0,56,1:33.417,208.561,11
20,9.0,0.0,56,1:32.976,209.55,11
16,10.0,0.0,55,1:35.744,203.492,12
15,11.0,0.0,54,1:33.458,208.47,22
19,12.0,0.0,54,1:36.432,202.04,13
18,13.0,0.0,53,1:36.913,201.038,14
2,1.0,10.0,62,1:23.133,213.619,1
13,2.0,8.0,62,1:21.858,216.946,1
7,3.0,6.0,62,1:23.023,213.902,1
11,4.0,5.0,62,1:24.017,211.371,1
5,5.0,4.0,62,1:24.022,211.358,1
8,6.0,3.0,62,1:23.917,211.623,1
4,7.0,2.0,62,1:24.419,210.364,1
15,8.0,1.0,62,1:23.488,212.71,1
10,9.0,0.0,62,1:24.230,210.836,1
18,10.0,0.0,61,1:23.602,212.42,11
14,11.0,0.0,61,1:24.641,209.813,11
16,12.0,0.0,61,1:24.094,211.177,11
17,13.0,0.0,60,1:24.719,209.62,12
1,1.0,10.0,66,1:15.977,219.24,1
3,2.0,8.0,66,1:16.098,218.891,1
5,3.0,6.0,66,1:16.614,217.417,1
4,4.0,5.0,66,1:16.469,217.829,1
6,5.0,4.0,66,1:15.641,220.213,1
2,6.0,3.0,66,1:16.761,217.0,1
7,7.0,2.0,65,1:15.771,219.836,11
9,8.0,1.0,65,1:16.947,216.476,11
16,9.0,0.0,65,1:17.156,215.889,11
17,10.0,0.0,65,1:16.519,217.687,11
10,11.0,0.0,63,1:16.802,216.884,46
18,12.0,0.0,63,1:18.998,210.855,13
13,13.0,0.0,63,1:19.734,208.909,13
1,1.0,10.0,78,1:15.921,158.375,1
6,2.0,8.0,78,1:17.159,155.834,1
3,3.0,6.0,78,1:16.971,156.214,1
2,4.0,5.0,78,1:16.600,156.971,1
16,5.0,4.0,78,1:17.403,155.342,1
18,6.0,3.0,78,1:17.070,156.014,1
8,7.0,2.0,78,1:15.842,158.54,1
10,8.0,1.0,78,1:16.916,156.326,1
11,9.0,0.0,77,1:17.799,154.552,11
5,10.0,0.0,77,1:16.812,156.538,11
9,11.0,0.0,77,1:17.482,155.184,11
4,12.0,0.0,77,1:16.776,156.611,11
15,13.0,0.0,75,1:20.747,148.909,13
14,14.0,0.0,73,1:20.237,149.856,15
6,1.0,10.0,59,1:30.711,204.305,1
1,2.0,8.0,59,1:31.124,203.38,1
7,3.0,6.0,59,1:31.028,203.594,1
12,4.0,5.0,59,1:31.306,202.974,1
10,5.0,4.0,59,1:31.503,202.537,1
9,6.0,3.0,59,1:31.708,202.084,1
5,7.0,2.0,59,1:31.807,201.866,1
4,8.0,1.0,59,1:31.779,201.928,1
14,9.0,0.0,59,1:31.971,201.506,1
13,10.0,0.0,59,1:31.955,201.542,1
2,11.0,0.0,58,1:30.940,203.791,3
16,12.0,0.0,58,1:31.889,201.686,11
15,13.0,0.0,58,1:32.583,200.174,11
11,14.0,0.0,58,1:32.329,200.725,11
17,15.0,0.0,58,1:33.425,198.37,11
19,16.0,0.0,58,1:33.292,198.653,11
20,17.0,0.0,57,1:35.047,194.985,12
18,18.0,0.0,56,1:35.536,193.987,13
7,1.0,10.0,70,1:14.384,211.061,1
2,2.0,8.0,70,1:14.868,209.697,1
20,3.0,6.0,70,1:15.480,207.996,1
11,4.0,5.0,70,1:16.008,206.551,1
14,5.0,4.0,70,1:15.401,208.214,1
10,6.0,3.0,69,1:15.827,207.044,11
12,7.0,2.0,69,1:16.414,205.454,11
16,8.0,1.0,69,1:16.299,205.764,11
8,9.0,0.0,69,1:15.945,206.723,11
18,10.0,0.0,67,1:17.344,202.984,13
15,11.0,0.0,67,1:18.462,200.091,13
5,1.0,10.0,73,1:11.497,211.074,1
7,2.0,8.0,73,1:11.649,210.626,1
17,3.0,6.0,72,1:13.237,206.059,11
19,4.0,5.0,72,1:13.370,205.686,11
18,5.0,4.0,71,1:13.907,204.191,12
20,6.0,3.0,71,1:14.490,202.593,12
1,1.0,10.0,70,1:16.502,207.571,1
13,2.0,8.0,70,1:16.423,207.785,1
3,3.0,6.0,70,1:17.714,204.333,1
7,4.0,5.0,69,1:17.408,205.141,11
2,5.0,4.0,69,1:17.792,204.128,11
6,6.0,3.0,69,1:17.511,204.868,11
11,7.0,2.0,69,1:18.103,203.316,11
10,8.0,1.0,69,1:17.841,204.0,11
5,9.0,0.0,69,1:17.960,203.689,11
15,10.0,0.0,69,1:17.611,204.605,11
4,11.0,0.0,69,1:17.929,203.77,11
12,12.0,0.0,68,1:18.395,202.558,12
19,13.0,0.0,67,1:20.004,198.485,13
14,14.0,0.0,66,1:18.102,203.318,14
17,15.0,0.0,66,1:20.156,198.108,14
3,1.0,10.0,60,1:20.700,229.338,1
1,2.0,8.0,60,1:21.228,227.847,1
12,3.0,6.0,60,1:20.502,229.902,1
6,4.0,5.0,60,1:21.159,228.041,1
2,5.0,4.0,60,1:21.993,225.721,1
9,6.0,3.0,60,1:21.675,226.6,1
5,7.0,2.0,60,1:22.302,224.874,1
8,8.0,1.0,60,1:21.960,225.812,1
4,9.0,0.0,60,1:22.112,225.394,1
16,10.0,0.0,59,1:22.466,224.427,11
11,11.0,0.0,59,1:23.291,222.204,11
14,12.0,0.0,59,1:23.360,222.02,11
13,13.0,0.0,59,1:23.089,222.744,11
10,14.0,0.0,59,1:23.210,222.42,11
15,15.0,0.0,59,1:23.147,222.588,11
7,16.0,0.0,58,1:22.551,224.195,12
20,17.0,0.0,58,1:24.247,219.682,12
18,18.0,0.0,57,1:26.182,214.75,13
19,19.0,0.0,56,1:26.489,213.987,14
3,1.0,10.0,67,1:15.235,218.866,1
20,2.0,8.0,67,1:15.878,217.011,1
2,3.0,6.0,67,1:15.843,217.111,1
4,4.0,5.0,67,1:15.890,216.977,1
5,5.0,4.0,67,1:16.099,216.381,1
12,6.0,3.0,67,1:16.073,216.455,1
11,7.0,2.0,67,1:16.233,216.0,1
13,8.0,1.0,67,1:16.288,215.845,1
10,9.0,0.0,67,1:16.236,215.992,1
15,10.0,0.0,66,1:16.528,215.168,11
7,11.0,0.0,66,1:16.607,214.946,11
8,12.0,0.0,66,1:16.725,214.615,11
16,13.0,0.0,65,1:18.425,209.963,12
9,14.0,0.0,64,1:16.474,215.32,13
14,15.0,0.0,64,1:17.122,213.511,13
19,16.0,0.0,64,1:18.212,210.535,13
18,17.0,0.0,64,1:18.106,210.821,13
17,18.0,0.0,63,1:19.025,208.369,14
4,1.0,10.0,70,1:21.219,194.186,1
1,2.0,8.0,70,1:21.476,193.573,1
5,3.0,6.0,70,1:21.873,192.634,1
3,4.0,5.0,70,1:21.842,192.707,1
8,5.0,4.0,70,1:22.406,191.388,1
12,6.0,3.0,70,1:22.053,192.212,1
16,7.0,2.0,69,1:22.453,191.279,11
10,8.0,1.0,69,1:22.399,191.405,11
9,9.0,0.0,69,1:22.506,191.157,11
7,10.0,0.0,69,1:22.768,190.551,11
6,11.0,0.0,69,1:22.884,190.285,11
18,12.0,0.0,67,1:24.446,186.765,13
20,13.0,0.0,66,1:24.774,186.042,14
14,14.0,0.0,63,1:23.048,189.909,17
1,1.0,10.0,58,1:25.030,226.0,1
3,2.0,8.0,58,1:25.524,224.694,1
4,3.0,6.0,58,1:24.770,226.693,1
2,4.0,5.0,58,1:25.604,224.484,1
13,5.0,4.0,58,1:25.790,223.998,1
5,6.0,3.0,58,1:26.178,222.989,1
12,7.0,2.0,58,1:26.417,222.372,1
10,8.0,1.0,58,1:26.374,222.483,1
20,9.0,0.0,58,1:25.858,223.82,1
11,10.0,0.0,57,1:26.635,221.813,11
16,11.0,0.0,57,1:26.967,220.966,11
9,12.0,0.0,57,1:27.025,220.819,11
17,13.0,0.0,55,1:29.229,215.364,13
18,14.0,0.0,55,1:29.286,215.227,13
14,15.0,0.0,55,1:29.035,215.834,13
1,1.0,10.0,53,1:21.828,254.861,1
2,2.0,8.0,53,1:22.146,253.874,1
8,3.0,6.0,53,1:22.587,252.519,1
11,4.0,5.0,53,1:21.504,255.874,1
5,5.0,4.0,53,1:22.831,251.775,1
9,6.0,3.0,53,1:23.076,251.032,1
16,7.0,2.0,53,1:22.870,251.656,1
3,8.0,1.0,53,1:23.161,250.776,1
15,9.0,0.0,53,1:23.365,250.162,1
6,10.0,0.0,53,1:23.584,249.507,1
12,11.0,0.0,52,1:23.892,248.591,11
7,12.0,0.0,52,1:23.466,249.859,11
13,13.0,0.0,52,1:23.633,249.36,11
14,14.0,0.0,52,1:22.935,251.459,11
10,15.0,0.0,52,1:23.867,248.665,11
4,16.0,0.0,52,1:23.341,250.234,11
17,17.0,0.0,51,1:24.810,245.9,12
18,18.0,0.0,51,1:25.193,244.794,12
20,19.0,0.0,51,1:24.966,245.448,12
19,20.0,0.0,50,1:25.146,244.929,13
2,1.0,10.0,44,1:53.810,220.662,1
4,2.0,8.0,44,1:56.131,216.252,1
8,3.0,6.0,44,1:53.323,221.61,1
9,4.0,5.0,44,1:52.287,223.655,1
12,5.0,4.0,44,1:52.590,223.053,1
14,6.0,3.0,44,1:54.251,219.81,1
5,7.0,2.0,44,1:51.453,225.329,1
19,8.0,1.0,43,1:57.886,213.032,11
16,9.0,0.0,43,1:52.582,223.069,11
7,10.0,0.0,43,1:57.748,213.282,11
20,11.0,0.0,43,1:55.885,216.711,11
18,12.0,0.0,42,2:01.627,206.48,12
17,13.0,0.0,41,2:01.148,207.296,13
1,14.0,0.0,40,1:55.988,216.518,4
15,15.0,0.0,39,1:57.541,213.658,4
2,1.0,10.0,71,1:12.650,213.522,1
5,2.0,8.0,71,1:12.268,214.651,1
1,3.0,6.0,71,1:12.653,213.513,1
7,4.0,5.0,71,1:12.800,213.082,1
3,5.0,4.0,71,1:13.190,211.946,1
9,6.0,3.0,71,1:13.192,211.941,1
4,7.0,2.0,70,1:13.746,210.349,11
10,8.0,1.0,70,1:13.724,210.411,11
6,9.0,0.0,70,1:13.800,210.195,11
19,10.0,0.0,70,1:14.394,208.516,11
8,11.0,0.0,70,1:14.343,208.659,11
20,12.0,0.0,70,1:14.054,209.474,11
17,13.0,0.0,69,1:13.570,210.852,12
16,14.0,0.0,69,1:15.527,205.388,12
15,15.0,0.0,68,1:14.906,207.091,13
17,1.0,10.0,53,1:31.540,228.372,1
3,2.0,8.0,53,1:32.522,225.948,1
16,3.0,6.0,53,1:31.599,228.225,1
7,4.0,5.0,53,1:33.022,224.733,1
2,5.0,4.0,53,1:32.754,225.383,1
6,6.0,3.0,53,1:33.023,224.731,1
14,7.0,2.0,53,1:32.763,225.361,1
1,8.0,1.0,53,1:32.795,225.283,1
4,9.0,0.0,53,1:33.499,223.587,1
10,10.0,0.0,53,1:33.232,224.227,1
9,11.0,0.0,53,1:33.133,224.466,1
8,12.0,0.0,53,1:33.288,224.093,1
20,13.0,0.0,52,1:35.458,218.998,11
15,14.0,0.0,51,1:36.574,216.468,12
11,15.0,0.0,51,1:35.887,218.019,12
13,16.0,0.0,49,1:36.039,217.674,14
1,1.0,10.0,56,1:33.536,209.797,1
3,2.0,8.0,56,1:33.242,210.458,1
9,3.0,6.0,56,1:34.035,208.684,1
2,4.0,5.0,56,1:33.563,209.736,1
14,5.0,4.0,56,1:33.727,209.369,1
11,6.0,3.0,56,1:34.094,208.553,1
10,7.0,2.0,56,1:34.271,208.161,1
4,8.0,1.0,56,1:34.766,207.074,1
7,9.0,0.0,56,1:34.585,207.47,1
16,10.0,0.0,56,1:34.713,207.19,1
19,11.0,0.0,56,1:36.563,203.22,1
8,12.0,0.0,56,1:35.011,206.54,1
13,13.0,0.0,55,1:34.560,207.525,59
20,14.0,0.0,55,1:36.894,202.526,60
12,15.0,0.0,55,1:35.347,205.812,11
18,16.0,0.0,50,1:37.215,201.857,61
1,1.0,10.0,58,1:24.125,226.933,1
2,2.0,8.0,58,1:24.179,226.788,1
5,3.0,6.0,58,1:25.088,224.365,1
8,4.0,5.0,58,1:25.824,222.441,1
3,5.0,4.0,58,1:25.286,223.844,1
4,6.0,3.0,58,1:25.982,222.032,1
9,7.0,2.0,57,1:26.275,221.278,11
12,8.0,1.0,57,1:26.328,221.142,11
7,9.0,0.0,57,1:26.077,221.787,11
14,10.0,0.0,57,1:26.282,221.26,11
19,11.0,0.0,56,1:27.840,217.336,12
13,12.0,0.0,56,1:27.820,217.385,12
18,13.0,0.0,56,1:27.807,217.417,12
16,14.0,0.0,55,1:28.523,215.659,13
1,1.0,10.0,56,1:34.819,210.451,1
4,2.0,8.0,56,1:34.223,211.782,1
6,3.0,6.0,56,1:34.967,210.123,1
3,4.0,5.0,56,1:35.350,209.279,1
8,5.0,4.0,56,1:35.039,209.964,1
9,6.0,3.0,56,1:35.852,208.183,1
19,7.0,2.0,56,1:35.888,208.105,1
11,8.0,1.0,55,1:36.570,206.635,11
10,9.0,0.0,55,1:36.544,206.691,11
13,10.0,0.0,55,1:37.031,205.653,11
12,11.0,0.0,55,1:36.675,206.411,11
14,12.0,0.0,55,1:35.951,207.968,11
18,13.0,0.0,54,1:39.527,200.496,12
16,14.0,0.0,53,1:39.911,199.725,13
20,15.0,0.0,52,1:35.679,208.559,14
17,16.0,0.0,52,1:40.123,199.302,14
1,1.0,10.0,57,1:30.252,216.074,1
2,2.0,8.0,57,1:30.876,214.591,1
6,3.0,6.0,57,1:30.960,214.393,1
7,4.0,5.0,57,1:31.421,213.312,1
5,5.0,4.0,57,1:31.101,214.061,1
16,6.0,3.0,57,1:30.654,215.116,1
4,7.0,2.0,57,1:30.781,214.815,1
14,8.0,1.0,56,1:32.277,211.333,11
8,9.0,0.0,56,1:32.401,211.049,11
9,10.0,0.0,56,1:32.319,211.237,11
11,11.0,0.0,56,1:32.329,211.214,11
13,12.0,0.0,56,1:32.690,210.391,11
3,13.0,0.0,56,1:30.977,214.353,11
